"GEOGRAPHY_CODE","0","1"
"E01000001",1350,594
"E01000002",1293,571
"E01000003",1242,302
"E01000005",821,244
"E01000006",1309,676
"E01000007",1058,403
"E01000008",1042,397
"E01000009",1462,677
"E01000010",2189,1025
"E01000011",1269,582
"E01000012",1332,613
"E01000013",1245,539
"E01000014",1253,516
"E01000015",1570,608
"E01000016",1216,502
"E01000017",1191,475
"E01000018",1168,465
"E01000019",1030,461
"E01000020",1357,554
"E01000021",1196,402
"E01000022",964,377
"E01000023",881,324
"E01000024",970,422
"E01000025",1218,497
"E01000027",1241,457
"E01000028",1133,365
"E01000029",1314,697
"E01000030",1336,456
"E01000031",1264,650
"E01000032",1277,551
"E01000033",998,360
"E01000034",1130,435
"E01000035",1237,534
"E01000036",1053,511
"E01000037",1424,645
"E01000038",1157,605
"E01000039",1275,585
"E01000040",1193,483
"E01000041",1216,549
"E01000042",1270,464
"E01000043",1006,463
"E01000044",1338,614
"E01000045",1194,472
"E01000046",1278,550
"E01000048",1129,438
"E01000049",1171,464
"E01000050",1215,515
"E01000051",1270,446
"E01000052",1486,589
"E01000053",1119,394
"E01000054",1265,595
"E01000055",1161,510
"E01000056",1136,468
"E01000057",1059,429
"E01000058",1362,552
"E01000059",1172,462
"E01000060",1310,507
"E01000061",1189,313
"E01000062",1464,604
"E01000063",1201,502
"E01000064",1442,539
"E01000065",1346,506
"E01000066",1440,669
"E01000067",1517,762
"E01000068",1258,604
"E01000069",1355,732
"E01000070",1558,817
"E01000071",1714,881
"E01000072",1441,541
"E01000073",1182,486
"E01000074",1129,431
"E01000075",1300,601
"E01000076",1383,538
"E01000077",1104,428
"E01000078",1221,478
"E01000079",1135,459
"E01000080",1159,475
"E01000081",1270,550
"E01000082",1231,487
"E01000083",1243,495
"E01000084",990,392
"E01000085",1238,498
"E01000086",1052,471
"E01000087",1001,389
"E01000088",1367,572
"E01000089",1214,541
"E01000090",1128,511
"E01000091",1168,461
"E01000092",1925,826
"E01000093",1115,394
"E01000094",926,379
"E01000095",1110,484
"E01000096",1236,469
"E01000097",1272,535
"E01000098",1276,544
"E01000099",1283,532
"E01000100",1196,473
"E01000101",1148,481
"E01000102",1157,495
"E01000103",1241,456
"E01000104",1280,440
"E01000105",1591,563
"E01000106",1473,530
"E01000107",1281,606
"E01000108",1229,543
"E01000109",1268,575
"E01000110",1121,566
"E01000111",1394,592
"E01000112",1467,656
"E01000113",1275,608
"E01000114",1549,744
"E01000115",1202,746
"E01000116",1335,763
"E01000117",1502,762
"E01000118",1512,778
"E01000119",1354,778
"E01000120",1191,736
"E01000121",1116,376
"E01000122",1173,613
"E01000123",1349,613
"E01000124",1279,496
"E01000125",2106,845
"E01000126",1544,608
"E01000127",1143,501
"E01000128",1377,650
"E01000129",1381,548
"E01000130",1216,485
"E01000131",1432,684
"E01000132",1072,447
"E01000133",1215,518
"E01000134",1253,547
"E01000135",1293,608
"E01000136",1240,668
"E01000137",1318,484
"E01000138",1151,526
"E01000139",1181,539
"E01000140",1399,449
"E01000141",1709,507
"E01000142",1913,749
"E01000143",1139,372
"E01000144",1284,471
"E01000145",1118,549
"E01000146",1460,559
"E01000147",1449,770
"E01000148",1507,594
"E01000150",1663,817
"E01000151",1159,440
"E01000152",1135,416
"E01000153",1157,415
"E01000154",1030,404
"E01000155",1487,625
"E01000156",1511,606
"E01000157",1235,436
"E01000158",1158,486
"E01000159",1392,729
"E01000160",1693,652
"E01000161",1550,600
"E01000162",1291,576
"E01000163",1252,377
"E01000164",1289,442
"E01000165",1479,719
"E01000166",1256,600
"E01000167",1052,438
"E01000168",1276,799
"E01000169",1212,544
"E01000170",1288,542
"E01000171",1429,512
"E01000172",1312,753
"E01000173",1344,720
"E01000174",1368,543
"E01000175",1256,687
"E01000176",1294,459
"E01000177",1357,552
"E01000178",1410,638
"E01000179",1344,529
"E01000180",1326,483
"E01000181",1401,577
"E01000182",1431,526
"E01000183",1192,525
"E01000184",1061,406
"E01000185",1156,337
"E01000186",1172,812
"E01000187",1231,717
"E01000188",1238,789
"E01000189",1296,453
"E01000190",1204,704
"E01000191",1196,747
"E01000192",1469,809
"E01000193",1363,706
"E01000194",1317,691
"E01000195",1341,550
"E01000196",1595,573
"E01000197",1498,670
"E01000198",1428,801
"E01000199",1293,759
"E01000200",1560,741
"E01000201",1230,764
"E01000202",1382,757
"E01000203",1347,594
"E01000204",1435,705
"E01000205",1160,678
"E01000206",1250,721
"E01000207",1246,742
"E01000208",1283,715
"E01000209",1291,683
"E01000210",1171,659
"E01000211",1706,560
"E01000212",1138,626
"E01000213",1050,699
"E01000214",1390,653
"E01000215",1434,774
"E01000216",1447,738
"E01000217",1233,673
"E01000218",1301,625
"E01000219",1332,632
"E01000220",1436,614
"E01000221",956,322
"E01000222",1206,518
"E01000223",992,396
"E01000224",1217,583
"E01000225",1148,667
"E01000226",1318,556
"E01000227",1436,791
"E01000228",1089,626
"E01000229",1273,575
"E01000230",1425,815
"E01000231",1393,742
"E01000232",1466,836
"E01000233",1394,773
"E01000234",1342,716
"E01000235",1272,538
"E01000236",1342,736
"E01000237",1671,730
"E01000238",1407,717
"E01000239",1625,671
"E01000240",1355,661
"E01000241",1435,709
"E01000242",1308,669
"E01000243",1593,629
"E01000244",1457,520
"E01000245",1569,606
"E01000246",1244,650
"E01000247",1362,605
"E01000248",1326,664
"E01000249",1230,707
"E01000250",1801,765
"E01000251",1562,566
"E01000252",1330,560
"E01000253",1386,818
"E01000254",1241,649
"E01000255",1188,544
"E01000256",1413,795
"E01000257",1382,523
"E01000258",1325,650
"E01000259",2013,1032
"E01000260",1528,693
"E01000261",1255,663
"E01000262",1669,900
"E01000263",1176,805
"E01000264",1292,644
"E01000265",1490,703
"E01000266",1238,731
"E01000267",1245,660
"E01000268",1391,525
"E01000269",1154,649
"E01000270",1214,623
"E01000271",1215,696
"E01000272",1126,650
"E01000273",1276,588
"E01000274",1442,662
"E01000275",1378,673
"E01000276",1172,805
"E01000277",1322,585
"E01000278",1127,790
"E01000279",1178,797
"E01000280",1134,714
"E01000281",953,447
"E01000282",1362,767
"E01000283",1112,733
"E01000284",1373,547
"E01000285",1190,545
"E01000286",1262,460
"E01000287",1251,496
"E01000288",1215,631
"E01000289",1322,515
"E01000290",1288,628
"E01000291",1163,472
"E01000292",1221,602
"E01000293",1413,741
"E01000294",1316,633
"E01000295",1429,639
"E01000296",1439,619
"E01000297",1193,508
"E01000298",1543,598
"E01000299",1514,604
"E01000300",1339,647
"E01000301",1181,681
"E01000302",1484,572
"E01000303",1202,688
"E01000304",1306,523
"E01000305",1352,586
"E01000306",1405,710
"E01000307",1323,594
"E01000308",1189,439
"E01000309",1492,688
"E01000310",1730,738
"E01000311",1115,681
"E01000312",1300,570
"E01000313",1510,655
"E01000314",1539,743
"E01000315",1303,498
"E01000316",1836,759
"E01000317",1333,600
"E01000318",1480,784
"E01000319",1189,600
"E01000320",1213,599
"E01000321",1400,551
"E01000322",1444,589
"E01000323",1671,677
"E01000324",1411,656
"E01000325",1293,734
"E01000326",1022,481
"E01000327",1265,719
"E01000328",1212,669
"E01000329",1071,515
"E01000330",1313,538
"E01000331",1266,577
"E01000332",1257,611
"E01000333",1331,464
"E01000334",1298,615
"E01000335",1289,548
"E01000336",1411,469
"E01000337",1286,558
"E01000338",1360,539
"E01000339",1234,662
"E01000340",1227,651
"E01000341",1209,672
"E01000342",1292,639
"E01000343",1204,634
"E01000344",1284,691
"E01000345",1079,600
"E01000346",1283,661
"E01000347",1192,544
"E01000348",1186,761
"E01000349",1338,776
"E01000350",1205,658
"E01000351",1308,717
"E01000352",1267,612
"E01000353",1423,909
"E01000354",1218,572
"E01000355",1261,661
"E01000356",1310,740
"E01000357",1130,692
"E01000358",1344,715
"E01000359",1041,641
"E01000360",1338,535
"E01000361",1237,587
"E01000362",1227,627
"E01000363",1206,637
"E01000364",1303,665
"E01000365",1381,636
"E01000366",1288,611
"E01000367",1251,534
"E01000368",1167,445
"E01000369",1318,686
"E01000370",1300,762
"E01000371",1267,670
"E01000372",1294,571
"E01000373",1062,302
"E01000374",1078,436
"E01000375",1148,475
"E01000376",1177,568
"E01000377",1190,534
"E01000378",1712,705
"E01000379",1285,594
"E01000380",1201,398
"E01000381",1238,529
"E01000382",1239,747
"E01000383",1251,639
"E01000384",1427,621
"E01000385",1375,507
"E01000386",1122,359
"E01000387",1256,673
"E01000388",1279,718
"E01000389",1381,665
"E01000390",1075,583
"E01000391",1365,606
"E01000392",1262,453
"E01000393",1305,621
"E01000394",1187,628
"E01000395",1181,690
"E01000396",1136,611
"E01000398",1263,625
"E01000399",1293,657
"E01000400",1246,634
"E01000401",1313,540
"E01000402",1204,504
"E01000403",1649,621
"E01000404",1605,524
"E01000405",1012,412
"E01000406",1230,509
"E01000407",1263,629
"E01000408",1241,579
"E01000409",1348,744
"E01000410",1264,644
"E01000411",1137,609
"E01000412",1324,659
"E01000413",1047,509
"E01000414",1380,626
"E01000415",1236,713
"E01000416",1157,539
"E01000417",1358,669
"E01000418",1489,692
"E01000419",1210,679
"E01000420",1288,689
"E01000421",1231,728
"E01000422",1239,380
"E01000423",1322,774
"E01000424",1476,671
"E01000425",1434,817
"E01000426",1355,609
"E01000427",1614,668
"E01000428",1539,441
"E01000429",1192,395
"E01000430",1299,631
"E01000431",1217,413
"E01000432",1245,548
"E01000433",1313,491
"E01000434",1115,407
"E01000435",1085,462
"E01000436",1371,848
"E01000437",1052,535
"E01000438",1258,572
"E01000439",1047,465
"E01000440",1168,677
"E01000441",1228,464
"E01000442",1289,723
"E01000443",1021,491
"E01000444",1348,832
"E01000445",1376,796
"E01000446",1255,669
"E01000447",1248,527
"E01000448",1088,702
"E01000449",1252,677
"E01000450",1372,677
"E01000451",1340,695
"E01000452",1081,577
"E01000453",1148,623
"E01000454",1280,638
"E01000455",1350,772
"E01000456",1098,648
"E01000457",1552,526
"E01000458",1239,661
"E01000459",1407,598
"E01000460",1134,666
"E01000461",1369,754
"E01000462",1425,550
