"GEOGRAPHY_CODE","0","1"
"E01000001",1465,379
"E01000002",1436,393
"E01000003",1346,362
"E01000005",985,212
"E01000006",1703,468
"E01000007",1391,417
"E01000008",1544,381
"E01000009",1773,431
"E01000010",2840,864
"E01000011",1634,398
"E01000012",1901,569
"E01000013",1660,359
"E01000014",1656,361
"E01000015",2241,562
"E01000016",1637,364
"E01000017",1594,374
"E01000018",1597,392
"E01000019",1407,301
"E01000020",1834,471
"E01000021",1579,379
"E01000022",1314,303
"E01000023",1112,306
"E01000024",1336,311
"E01000025",1609,369
"E01000027",1709,351
"E01000028",1549,324
"E01000029",1602,300
"E01000030",1915,413
"E01000031",1617,332
"E01000032",1629,352
"E01000033",1361,284
"E01000034",1444,251
"E01000035",1610,316
"E01000036",1353,296
"E01000037",1688,297
"E01000038",1447,239
"E01000039",1603,367
"E01000040",1569,372
"E01000041",1682,420
"E01000042",1788,419
"E01000043",1358,318
"E01000044",1798,463
"E01000045",1650,385
"E01000046",1779,451
"E01000048",1783,460
"E01000049",1820,468
"E01000050",1661,371
"E01000051",1927,522
"E01000052",2014,511
"E01000053",1485,366
"E01000054",1718,412
"E01000055",1553,364
"E01000056",1584,397
"E01000057",1496,352
"E01000058",1849,471
"E01000059",1582,360
"E01000060",1809,426
"E01000061",1776,377
"E01000062",1952,404
"E01000063",1620,371
"E01000064",1893,376
"E01000065",1736,406
"E01000066",1928,413
"E01000067",1969,408
"E01000068",1590,301
"E01000069",1763,346
"E01000070",1975,407
"E01000071",2253,517
"E01000072",1991,426
"E01000073",1619,401
"E01000074",1567,365
"E01000075",1732,378
"E01000076",1988,467
"E01000077",1445,378
"E01000078",1666,330
"E01000079",1546,315
"E01000080",1556,371
"E01000081",1688,353
"E01000082",1683,426
"E01000083",1700,408
"E01000084",1355,322
"E01000085",1718,351
"E01000086",1431,313
"E01000087",1341,307
"E01000088",1828,413
"E01000089",1666,329
"E01000090",1584,347
"E01000091",1714,376
"E01000092",2674,674
"E01000093",1547,377
"E01000094",1326,470
"E01000095",1572,430
"E01000096",1895,436
"E01000097",1683,387
"E01000098",1746,408
"E01000099",1732,408
"E01000100",1653,395
"E01000101",1513,364
"E01000102",1540,368
"E01000103",1685,403
"E01000104",1781,405
"E01000105",2129,480
"E01000106",1968,452
"E01000107",1666,319
"E01000108",1558,345
"E01000109",1686,384
"E01000110",1416,299
"E01000111",1833,405
"E01000112",1871,473
"E01000113",1679,439
"E01000114",2090,481
"E01000115",1484,245
